,index,iso_code,continent,location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,total_tests,new_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,new_vaccinations_smoothed_per_million,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index
0,31164,LBR,Africa,Liberia,2020-03-16,1.0,1.0,,,,,0.198,0.198,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.89,5057677.0,49.126999999999995,19.2,3.057,1.756,752.788,38.6,272.509,2.42,1.5,18.1,1.188,0.8,64.1,0.435
1,31165,LBR,Africa,Liberia,2020-03-17,1.0,0.0,,,,,0.198,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.56,5057677.0,49.126999999999995,19.2,3.057,1.756,752.788,38.6,272.509,2.42,1.5,18.1,1.188,0.8,64.1,0.435
2,31166,LBR,Africa,Liberia,2020-03-18,2.0,1.0,,,,,0.395,0.198,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.56,5057677.0,49.126999999999995,19.2,3.057,1.756,752.788,38.6,272.509,2.42,1.5,18.1,1.188,0.8,64.1,0.435
3,31167,LBR,Africa,Liberia,2020-03-19,2.0,0.0,,,,,0.395,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.56,5057677.0,49.126999999999995,19.2,3.057,1.756,752.788,38.6,272.509,2.42,1.5,18.1,1.188,0.8,64.1,0.435
4,31168,LBR,Africa,Liberia,2020-03-20,2.0,0.0,,,,,0.395,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.56,5057677.0,49.126999999999995,19.2,3.057,1.756,752.788,38.6,272.509,2.42,1.5,18.1,1.188,0.8,64.1,0.435
5,31169,LBR,Africa,Liberia,2020-03-21,3.0,1.0,0.429,,,0.0,0.593,0.198,0.085,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,44.44,5057677.0,49.126999999999995,19.2,3.057,1.756,752.788,38.6,272.509,2.42,1.5,18.1,1.188,0.8,64.1,0.435
6,31170,LBR,Africa,Liberia,2020-03-22,3.0,0.0,0.429,,,0.0,0.593,0.0,0.085,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,74.07,5057677.0,49.126999999999995,19.2,3.057,1.756,752.788,38.6,272.509,2.42,1.5,18.1,1.188,0.8,64.1,0.435
7,31171,LBR,Africa,Liberia,2020-03-23,3.0,0.0,0.28600000000000003,,,0.0,0.593,0.0,0.055999999999999994,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,74.07,5057677.0,49.126999999999995,19.2,3.057,1.756,752.788,38.6,272.509,2.42,1.5,18.1,1.188,0.8,64.1,0.435
8,31172,LBR,Africa,Liberia,2020-03-24,3.0,0.0,0.28600000000000003,,,0.0,0.593,0.0,0.055999999999999994,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,79.63,5057677.0,49.126999999999995,19.2,3.057,1.756,752.788,38.6,272.509,2.42,1.5,18.1,1.188,0.8,64.1,0.435
9,31173,LBR,Africa,Liberia,2020-03-25,3.0,0.0,0.14300000000000002,,,0.0,0.593,0.0,0.027999999999999997,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,79.63,5057677.0,49.126999999999995,19.2,3.057,1.756,752.788,38.6,272.509,2.42,1.5,18.1,1.188,0.8,64.1,0.435
